timestamp,symbol,weightedPrice,bidPrice,bidSize,askPrice,askSize
1601898540897,ETHUSDT,350.98891879,351.36000000,52.64999000,351.37000000,1.06429000
1601898541886,ETHUSDT,350.98891879,351.36000000,52.64999000,351.37000000,39.34560000
1601898542932,ETHUSDT,350.98892288,351.36000000,48.23086000,351.37000000,1.03099000
1601898543908,ETHUSDT,350.98892383,351.36000000,121.88121000,351.37000000,1.03099000
1601898544921,ETHUSDT,350.98894378,351.35000000,3.06094000,351.37000000,1.03099000
1601898545867,ETHUSDT,350.98894378,351.35000000,3.06094000,351.37000000,1.03099000
1601898546610,ETHUSDT,350.98894404,351.35000000,2.76094000,351.37000000,1.03099000
1601898547891,ETHUSDT,350.98894404,351.35000000,2.76094000,351.37000000,1.03099000
1601898548934,ETHUSDT,350.98937790,351.36000000,150.88131000,351.37000000,0.00099000
1601898549892,ETHUSDT,350.98957666,351.36000000,150.89699000,351.37000000,0.00099000
1601898550914,ETHUSDT,350.98973841,351.37000000,2.76128000,351.40000000,8.11514000
1601898551935,ETHUSDT,350.98973845,351.37000000,2.71373000,351.40000000,6.96796000
1601898552842,ETHUSDT,350.98973845,351.37000000,2.71373000,351.40000000,6.96796000
1601898553870,ETHUSDT,350.98973845,351.37000000,2.71373000,351.40000000,6.96796000
1601898554808,ETHUSDT,350.98995264,351.37000000,2.71373000,351.39000000,9.09500000
1601898555895,ETHUSDT,350.99000643,351.36000000,1.24772000,351.38000000,3.85373000
1601898556864,ETHUSDT,350.99000842,351.33000000,56.45852000,351.39000000,12.73583000
1601898557861,ETHUSDT,350.99000842,351.37000000,9.00000000,351.39000000,9.09500000
1601898558936,ETHUSDT,350.99000846,351.39000000,93.00000000,351.40000000,6.93609000
1601898559909,ETHUSDT,350.99005132,351.37000000,15.36846000,351.40000000,6.93609000
1601898560857,ETHUSDT,350.99007786,351.37000000,17.07607000,351.40000000,6.93609000
1601898561945,ETHUSDT,350.99007786,351.35000000,72.74643000,351.36000000,9.09500000
1601898562852,ETHUSDT,350.99007786,351.35000000,72.74643000,351.36000000,9.09500000
1601898563914,ETHUSDT,350.99011521,351.35000000,10.24643000,351.38000000,5.58196000
1601898564942,ETHUSDT,350.99011521,351.35000000,11.95389000,351.38000000,9.09500000
1601898565900,ETHUSDT,350.99011521,351.37000000,98.12289000,351.38000000,9.09500000
1601898566828,ETHUSDT,350.99011521,351.39000000,102.00000000,351.40000000,6.93609000
1601898567935,ETHUSDT,350.99011819,351.38000000,52.64999000,351.40000000,6.90392000
1601898568915,ETHUSDT,350.99011844,351.38000000,52.64999000,351.40000000,6.65243000
1601898569910,ETHUSDT,350.99011844,351.38000000,52.64999000,351.40000000,6.65243000
1601898570940,ETHUSDT,350.99011844,351.38000000,52.64999000,351.40000000,6.65243000
1601898571904,ETHUSDT,350.99012140,351.39000000,81.00000000,351.40000000,6.65243000
1601898572944,ETHUSDT,350.99012140,351.39000000,84.50000000,351.40000000,6.65243000
1601898573845,ETHUSDT,350.99012140,351.39000000,84.50000000,351.40000000,6.65243000
1601898574946,ETHUSDT,350.99012657,351.38000000,52.64999000,351.40000000,60.38481000
1601898575942,ETHUSDT,350.99012660,351.38000000,52.64999000,351.40000000,60.35280000
1601898576911,ETHUSDT,350.99012660,351.38000000,52.64999000,351.40000000,6.62042000
1601898577926,ETHUSDT,350.99012867,351.37000000,100.59938000,351.38000000,44.01306000
1601898578888,ETHUSDT,350.99013170,351.37000000,100.59938000,351.40000000,6.62042000
1601898579948,ETHUSDT,350.99013170,351.38000000,99.83033000,351.39000000,30.00000000
1601898580888,ETHUSDT,350.99013170,351.38000000,99.83033000,351.40000000,6.62042000
1601898581919,ETHUSDT,350.99013480,351.38000000,99.83033000,351.39000000,0.11688000
1601898582329,ETHUSDT,350.99013480,351.38000000,99.83033000,351.39000000,0.11688000
1601898583937,ETHUSDT,350.99013483,351.38000000,99.83033000,351.39000000,0.08378000
1601898584690,ETHUSDT,350.99013483,351.38000000,99.83033000,351.39000000,0.08378000
1601898585953,ETHUSDT,350.99013483,351.38000000,99.83033000,351.39000000,0.08378000
1601898586897,ETHUSDT,350.99013483,351.38000000,99.83033000,351.39000000,0.08378000
1601898587904,ETHUSDT,350.99013483,351.38000000,99.83033000,351.39000000,0.08378000
1601898588879,ETHUSDT,350.99013483,351.38000000,99.83033000,351.39000000,0.08378000
1601898589884,ETHUSDT,350.99013519,351.38000000,93.00000000,351.39000000,0.04969000
1601898590863,ETHUSDT,350.99013519,351.38000000,93.00000000,351.39000000,0.04969000
1601898591927,ETHUSDT,350.99013641,351.38000000,93.00000000,351.40000000,5.67767000
1601898592934,ETHUSDT,350.99013641,351.38000000,93.00000000,351.40000000,5.67767000
1601898593957,ETHUSDT,350.99013641,351.39000000,98.00000000,351.40000000,5.67767000
1601898594960,ETHUSDT,350.99013641,351.36000000,0.20000000,351.38000000,4.00000000
1601898595918,ETHUSDT,350.99013641,351.36000000,48.59999000,351.39000000,3.41067000
1601898596939,ETHUSDT,350.99013641,351.39000000,43.65000000,351.40000000,6.04009000
1601898597960,ETHUSDT,350.99013641,351.39000000,43.65000000,351.40000000,5.67767000
1601898598911,ETHUSDT,350.99013645,351.39000000,43.65000000,351.40000000,5.64370000
1601898599961,ETHUSDT,350.99013735,351.38000000,36.27044000,351.39000000,5.53046000
1601898600934,ETHUSDT,350.99018949,351.36000000,32.70719000,351.40000000,40.42427000
1601898601918,ETHUSDT,350.99018949,351.36000000,46.36830000,351.40000000,35.64370000
1601898602913,ETHUSDT,350.99019050,351.36000000,46.36830000,351.40000000,34.85409000
1601898603925,ETHUSDT,350.99019083,351.37000000,88.50000000,351.38000000,51.30477000
1601898604920,ETHUSDT,350.99019083,351.37000000,88.50000000,351.38000000,21.30477000
1601898605924,ETHUSDT,350.99019868,351.37000000,84.37323000,351.38000000,51.13923000
1601898606932,ETHUSDT,350.99020385,351.37000000,78.90962000,351.38000000,21.10744000
1601898607940,ETHUSDT,350.99020855,351.37000000,93.40962000,351.38000000,21.10744000
1601898608931,ETHUSDT,350.99020855,351.37000000,93.40962000,351.38000000,21.10744000
1601898609929,ETHUSDT,350.99020855,351.37000000,93.40962000,351.38000000,21.10744000
1601898610928,ETHUSDT,350.99022982,351.37000000,93.40962000,351.38000000,20.44435000
1601898611956,ETHUSDT,350.99022982,351.37000000,93.40962000,351.38000000,20.44435000
1601898612929,ETHUSDT,350.99022982,351.37000000,93.40962000,351.38000000,20.44435000
1601898613952,ETHUSDT,350.99022982,351.37000000,93.40962000,351.38000000,20.44435000
1601898614943,ETHUSDT,350.99024286,351.37000000,93.40962000,351.38000000,20.41041000
1601898615933,ETHUSDT,350.99024286,351.37000000,93.40962000,351.38000000,20.41041000
1601898616962,ETHUSDT,350.99029388,351.36000000,124.57599000,351.37000000,1.17760000
1601898617929,ETHUSDT,350.99029394,351.37000000,93.50000000,351.38000000,20.41041000
1601898618964,ETHUSDT,350.99029394,351.37000000,93.50000000,351.38000000,20.41041000
1601898619928,ETHUSDT,350.99029394,351.37000000,93.50000000,351.38000000,20.41041000
1601898620929,ETHUSDT,350.99032385,351.37000000,93.50000000,351.38000000,18.30716000
1601898621946,ETHUSDT,350.99032385,351.37000000,93.50000000,351.38000000,18.30716000
1601898622969,ETHUSDT,350.99034484,351.39000000,154.96517000,351.40000000,4.61454000
1601898623964,ETHUSDT,350.99034715,351.39000000,153.16517000,351.40000000,4.61454000
1601898624803,ETHUSDT,350.99034715,351.39000000,152.96517000,351.40000000,4.61454000
1601898625922,ETHUSDT,350.99035062,351.39000000,152.89975000,351.40000000,4.61454000
1601898626682,ETHUSDT,350.99035062,351.39000000,149.48458000,351.40000000,4.61454000
1601898627966,ETHUSDT,350.99035062,351.39000000,149.48458000,351.40000000,4.61454000
1601898628940,ETHUSDT,350.99035062,351.39000000,149.48458000,351.40000000,4.61454000
1601898629699,ETHUSDT,350.99035311,351.39000000,149.31812000,351.40000000,4.61454000
1601898630943,ETHUSDT,350.99036914,351.39000000,149.51812000,351.40000000,4.58075000
1601898631770,ETHUSDT,350.99036914,351.39000000,149.51812000,351.40000000,4.58075000
1601898632927,ETHUSDT,350.99036954,351.39000000,149.31812000,351.40000000,4.58075000
1601898633920,ETHUSDT,350.99037095,351.39000000,149.31812000,351.40000000,3.18633000
1601898634971,ETHUSDT,350.99037181,351.39000000,155.31812000,351.40000000,3.18633000
