timestamp,bidPrice,bidSize,askPrice,askSize
1604386093884,375.43000000,9.87017000,375.44000000,51.05065000
1604386094822,375.43000000,34.87017000,375.44000000,32.59737000
1604386095871,375.49000000,97.41597000,375.50000000,0.10283000
1604386096904,375.53000000,38.33680000,375.54000000,1.98775000
1604386097838,375.55000000,36.80525000,375.56000000,75.21091000
1604386098907,375.48000000,0.11621000,375.53000000,5.00000000
1604386099773,375.48000000,52.15539000,375.49000000,17.82370000
1604386100903,375.51000000,5.00000000,375.52000000,23.74637000
1604386101896,375.47000000,0.76889000,375.48000000,133.69433000
1604386102900,375.47000000,0.76889000,375.48000000,133.69433000
1604386103903,375.36000000,66.62974000,375.37000000,20.74703000
1604386104906,375.51000000,5.00000000,375.52000000,35.15258000
1604386105903,375.54000000,31.76770000,375.58000000,8.66723000
1604386106898,375.52000000,1.76797000,375.53000000,38.08975000
1604386107901,375.49000000,39.92014000,375.50000000,5.00000000
1604386108887,375.51000000,53.56875000,375.52000000,1.28400000
1604386109908,375.55000000,42.54870000,375.56000000,9.37028000
1604386110873,375.55000000,47.54870000,375.56000000,10.20269000
1604386111912,375.63000000,53.65776000,375.64000000,5.00000000
1604386112859,375.63000000,55.31387000,375.64000000,5.79674000
1604386113853,375.63000000,109.85568000,375.64000000,5.79674000
1604386114823,375.63000000,53.45726000,375.64000000,5.79674000
1604386115833,375.63000000,53.45726000,375.64000000,5.79674000
1604386116872,375.63000000,55.22433000,375.64000000,5.00000000
1604386117849,375.63000000,118.71819000,375.64000000,5.79674000
1604386118885,375.63000000,118.71819000,375.64000000,5.76732000
1604386119839,375.63000000,118.71819000,375.64000000,0.79674000
1604386120831,375.63000000,62.82433000,375.64000000,5.79674000
1604386121912,375.61000000,6.71289000,375.62000000,11.72459000
1604386122898,375.61000000,45.15263000,375.62000000,5.00000000
1604386123911,375.61000000,45.21790000,375.62000000,5.00000000
1604386124904,375.61000000,45.21790000,375.62000000,5.00000000
1604386125877,375.61000000,45.21790000,375.62000000,5.00000000
1604386126894,375.61000000,45.21790000,375.62000000,4.97036000
1604386127907,375.62000000,40.00000000,375.63000000,36.17006000
1604386128899,375.61000000,0.06527000,375.62000000,131.63728000
1604386129893,375.61000000,0.06527000,375.62000000,109.11370000
1604386130894,375.61000000,0.06527000,375.62000000,126.63728000
1604386131912,375.61000000,28.29786000,375.62000000,30.79689000
1604386132892,375.61000000,53.29781000,375.62000000,5.69873000
1604386133906,375.61000000,58.52703000,375.62000000,0.69873000
1604386134850,375.61000000,26.75979000,375.62000000,37.75515000
1604386135912,375.61000000,23.52717000,375.62000000,35.66807000
1604386136904,375.61000000,23.48307000,375.62000000,35.56991000
1604386137910,375.61000000,28.26185000,375.62000000,35.56991000
1604386138915,375.62000000,55.44572000,375.63000000,30.05153000
1604386139894,375.62000000,54.85739000,375.63000000,0.05153000
1604386140901,375.62000000,31.91954000,375.63000000,9.43150000
1604386141917,375.63000000,7.19984000,375.64000000,26.94982000
1604386142875,375.63000000,0.03675000,375.64000000,64.11301000
1604386143918,375.60000000,0.00001000,375.61000000,150.71490000
1604386144921,375.56000000,5.00000000,375.57000000,45.14708000
1604386145917,375.56000000,5.00000000,375.57000000,45.63544000
1604386146916,375.55000000,5.00000000,375.56000000,6.78021000
1604386147863,375.55000000,35.00000000,375.56000000,3.71789000
1604386148913,375.56000000,1.33104000,375.57000000,7.54338000
1604386149869,375.56000000,1.33104000,375.57000000,44.31348000
1604386150876,375.56000000,1.33104000,375.57000000,82.87670000
1604386151849,375.56000000,1.33104000,375.57000000,43.37308000
1604386152875,375.56000000,2.37945000,375.57000000,43.52207000
1604386153909,375.56000000,2.37945000,375.57000000,43.52207000
1604386154924,375.61000000,86.61861000,375.62000000,21.42821000
1604386155895,375.61000000,41.48203000,375.62000000,10.00183000
1604386156918,375.60000000,2.66210000,375.61000000,92.83887000
1604386157906,375.60000000,12.25815000,375.61000000,38.81965000
1604386158921,375.60000000,10.92725000,375.61000000,39.39259000
1604386159927,375.60000000,10.92725000,375.61000000,40.02075000
1604386160929,375.60000000,12.25815000,375.61000000,40.21919000
1604386161915,375.60000000,32.66210000,375.61000000,10.02075000
1604386162907,375.60000000,33.20126000,375.61000000,8.64359000
1604386163880,375.60000000,33.09048000,375.61000000,3.84705000
1604386164926,375.60000000,33.09048000,375.61000000,3.84705000
1604386165923,375.60000000,2.55139000,375.61000000,46.64253000
1604386166904,375.60000000,2.63358000,375.61000000,66.64253000
1604386167926,375.60000000,2.63358000,375.61000000,38.88506000
1604386168921,375.60000000,0.00002000,375.61000000,137.83757000
1604386169931,375.60000000,0.00002000,375.61000000,50.33757000
1604386170927,375.58000000,0.05325000,375.61000000,50.25538000
1604386171913,375.59000000,42.36706000,375.60000000,4.90184000
1604386172910,375.60000000,46.27693000,375.61000000,4.62360000
1604386173921,375.60000000,6.33494000,375.61000000,40.73434000
1604386174931,375.60000000,11.12910000,375.61000000,35.51156000
1604386175924,375.60000000,13.42247000,375.61000000,37.32898000
1604386176920,375.60000000,13.42247000,375.61000000,32.83937000
1604386177933,375.60000000,43.42227000,375.61000000,2.83937000
1604386178904,375.60000000,43.42227000,375.61000000,2.83937000
1604386179933,375.77000000,60.11088000,375.78000000,37.41973000
1604386180924,375.77000000,30.00007000,375.78000000,50.60687000
1604386181848,375.76000000,16.88648000,375.77000000,7.46636000
1604386182934,375.76000000,11.88648000,375.77000000,7.46636000
1604386183879,375.76000000,11.88648000,375.77000000,7.33869000
1604386184937,375.76000000,11.88648000,375.77000000,4.35330000
